exp,meson,target,group,Q2,xB,t,tmin,tprime,xB_mean,Q2_bin,xB_bin,t_bin,eps,npts_phi,Ebeam,sigma_meaning,chi2ndf_phi,chi2ndf_phi_rc,in_fit,source,s_u,stat_U,sys_U,s_LT,stat_LT,sys_LT,s_TT,stat_TT,sys_TT,s_u_rc,stat_U_rc,sys_U_rc,s_LT_rc,stat_LT_rc,sys_LT_rc,s_TT_rc,stat_TT_rc,sys_TT_rc
CLAS6_y12,pi0,p,pi011,2.240556,0.336833,-0.249167,0.138625259394852,0.110541740605148,0.336833,2.25,0.337,-0.25,0.620817,18.0,5.75,sigma_U,1.222848,1.227893,yes,"PRC 90 025205 (2014) supplemental, phi table",391.782486,18.483137,43.975585,-8.200798,20.039703,34.853392,-52.552451,33.613195,26.772003,385.67713,18.284258,43.29029,-10.527219,19.823114,44.740679,-53.014728,33.046853,27.007503
CLAS6_y12,pi0,p,pi011,2.241,0.3373,-0.49665,0.1390680661420824,0.3575819338579175,0.3373,2.25,0.337,-0.49,0.62175,20.0,5.75,sigma_U,2.294853,2.319298,yes,"PRC 90 025205 (2014) supplemental, phi table",293.55913,6.473974,14.992805,26.301258,5.422352,12.951377,-136.325154,14.33109,11.940889,286.726122,6.357601,14.643826,21.510898,5.305796,10.592488,-140.143109,13.905083,12.275309
CLAS6_y12,pi0,p,pi011,2.2425,0.337,-0.3492,0.1387918246962609,0.2104081753037391,0.337,2.25,0.337,-0.35,0.62048,20.0,5.75,sigma_U,0.832351,0.830644,yes,"PRC 90 025205 (2014) supplemental, phi table",346.183269,11.620065,14.007416,40.343946,10.771462,12.103184,-150.867859,23.444898,14.888276,339.121046,11.453548,13.721661,36.428734,10.626166,10.92862,-151.423952,22.931737,14.943153
CLAS6_y12,pi0,p,pi011,2.2405,0.3379,-0.7841,0.1396332324048655,0.6444667675951345,0.3379,2.25,0.337,-0.78,0.623344,20.0,5.75,sigma_U,1.787119,1.863121,yes,"PRC 90 025205 (2014) supplemental, phi table",200.79815,3.803975,12.99988,-2.015305,3.30782,4.798346,-77.875949,9.666874,9.907881,195.780974,3.729643,12.675063,-6.388484,3.195277,15.210677,-85.213486,9.263119,10.84141
CLAS6_y12,pi0,p,pi011,2.241,0.339,-1.2217,0.1406797604074859,1.081020239592514,0.339,2.25,0.337,-1.22,0.625715,20.0,5.75,sigma_U,1.286801,1.259953,yes,"PRC 90 025205 (2014) supplemental, phi table",110.235209,2.574759,5.401725,-13.268707,2.315634,4.190118,-50.127369,6.503721,6.067003,107.604762,2.52595,5.272829,-15.185961,2.239927,4.795567,-53.487395,6.27268,6.473673
CLAS6_y12,pi0,p,pi011,2.2435,0.3399,-1.72225,0.1415497756518125,1.580700224348188,0.3399,2.25,0.337,-1.73,0.626866,20.0,5.75,sigma_U,1.855802,1.875582,yes,"PRC 90 025205 (2014) supplemental, phi table",49.818425,1.745351,4.59248,-6.460781,1.824167,5.665608,-32.001536,3.677135,5.746406,48.817134,1.71839,4.500177,-7.120316,1.791292,6.243969,-33.129626,3.594764,5.948973
CLAS6_y12,pi0,p,pi012,2.340667,0.403267,-0.349267,0.2114327833019911,0.1378342166980089,0.403267,2.34,0.404,-0.35,0.711623,15.0,5.75,sigma_U,1.396873,1.39814,yes,"PRC 90 025205 (2014) supplemental, phi table",472.548624,48.295012,53.061604,-6.128335,60.393266,80.689746,-23.639787,105.52895,206.84814,466.734609,47.833405,52.408759,-8.376269,59.736301,110.287539,-24.307609,104.087883,212.691582
CLAS6_y12,pi0,p,pi012,2.341333,0.4034,-0.498067,0.2116039725887622,0.2864630274112378,0.4034,2.34,0.404,-0.49,0.711636,15.0,5.75,sigma_U,0.941444,0.940107,yes,"PRC 90 025205 (2014) supplemental, phi table",475.099577,20.455525,39.008176,-21.574336,22.688157,26.477594,-16.323752,51.026503,50.891699,466.567804,20.201981,38.307672,-24.573996,22.372892,30.158996,-19.563095,49.966987,60.990825
CLAS6_y12,pi0,p,pi012,2.3425,0.403688,-0.787937,0.211972220370324,0.575964779629676,0.403688,2.34,0.404,-0.78,0.711736,16.0,5.75,sigma_U,1.677402,1.704719,yes,"PRC 90 025205 (2014) supplemental, phi table",376.872722,10.959985,16.994261,-22.062848,10.457983,5.816569,-150.349742,26.03572,19.044301,368.30415,10.783679,16.607879,-25.694545,10.287709,6.774017,-155.415394,25.279343,19.68595
CLAS6_y12,pi0,p,pi012,2.342778,0.404,-1.226944,0.2123616372427923,1.014582362757208,0.404,2.34,0.404,-1.22,0.712108,18.0,5.75,sigma_U,2.230773,2.29857,yes,"PRC 90 025205 (2014) supplemental, phi table",192.837618,7.401389,13.002537,-37.405447,7.93786,4.412439,-67.666828,16.233958,43.427964,187.320569,7.248732,12.630536,-39.097723,7.800309,4.612064,-73.828587,15.661858,47.382526
CLAS6_y12,pi0,p,pi012,2.346667,0.404333,-1.725067,0.2128144263462723,1.512252573653728,0.404333,2.34,0.404,-1.73,0.711546,15.0,5.75,sigma_U,1.075204,1.087341,yes,"PRC 90 025205 (2014) supplemental, phi table",90.378156,6.607415,3.095826,-22.228,7.378782,5.656232,-12.864507,11.553604,8.312451,87.202858,6.427592,2.987059,-23.016854,7.279122,5.856967,-16.745269,11.174422,10.82002
CLAS6_y12,pi0,p,pi015,2.71,0.336154,-0.177769,0.1398160750187358,0.03795292498126418,0.336154,2.71,0.342,-0.18,0.420599,13.0,5.75,sigma_U,1.342985,1.343629,yes,"PRC 90 025205 (2014) supplemental, phi table",230.522299,35.256621,29.065855,-77.599002,51.29892,83.568156,59.623832,89.210193,186.821339,227.14652,34.792406,28.640213,-77.69637,50.633545,83.673014,58.243193,87.80339,182.495339
CLAS6_y12,pi0,p,pi015,2.712,0.342,-0.249,0.1455451041317621,0.1034548958682379,0.342,2.71,0.342,-0.25,0.440173,20.0,5.75,sigma_U,1.131727,1.13229,yes,"PRC 90 025205 (2014) supplemental, phi table",217.271406,8.099267,9.998684,-5.855367,10.165547,4.196347,-75.655252,27.07882,21.900204,213.26125,7.956962,9.814139,-7.73281,9.981129,5.541847,-75.573509,26.571664,21.876542
CLAS6_y12,pi0,p,pi015,2.7125,0.3422,-0.34925,0.1457452514816229,0.2035047485183771,0.3422,2.71,0.342,-0.35,0.440631,20.0,5.75,sigma_U,2.078259,2.076083,yes,"PRC 90 025205 (2014) supplemental, phi table",220.560133,8.053541,8.002182,15.491599,9.796277,7.595881,-96.814791,27.488867,27.946538,215.51223,7.893073,7.819038,11.995465,9.57392,5.881648,-98.012508,26.83194,28.29227
CLAS6_y12,pi0,p,pi015,2.712,0.3424,-0.497,0.1459419801636663,0.3510580198363337,0.3424,2.71,0.342,-0.49,0.441537,20.0,5.75,sigma_U,1.968724,1.99924,yes,"PRC 90 025205 (2014) supplemental, phi table",183.77952,5.957138,9.398953,16.852809,7.397711,11.8961,-118.888022,19.20453,30.712739,178.888389,5.840492,9.148808,12.406515,7.208951,8.75754,-123.74156,18.556976,31.96657
CLAS6_y12,pi0,p,pi015,2.712222,0.344111,-1.222278,0.1476481928018352,1.074629807198165,0.344111,2.71,0.342,-1.22,0.447218,18.0,5.75,sigma_U,1.991255,1.985773,yes,"PRC 90 025205 (2014) supplemental, phi table",51.352984,2.418868,4.504648,8.940744,2.725224,4.96708,-31.299587,9.625224,15.898203,50.098089,2.375014,4.394569,7.458448,2.636648,4.143582,-33.607834,9.363626,17.070646
CLAS6_y12,pi0,p,pi015,2.710526,0.343211,-0.783421,0.146743382368399,0.636677617631601,0.343211,2.71,0.342,-0.78,0.444945,19.0,5.75,sigma_U,0.801561,0.77429,yes,"PRC 90 025205 (2014) supplemental, phi table",110.364605,3.621405,5.798141,1.690773,4.639246,5.448045,-98.301098,13.595943,19.858808,107.60593,3.554237,5.65321,-0.967046,4.48166,3.116036,-101.079895,13.076042,20.420181
CLAS6_y12,pi0,p,pi015,2.713333,0.344611,-1.722222,0.1481530644733517,1.574068935526648,0.344611,2.71,0.342,-1.73,0.448398,18.0,5.75,sigma_U,0.851063,0.846379,yes,"PRC 90 025205 (2014) supplemental, phi table",28.73554,1.895247,3.504334,-2.942109,2.155035,2.02904,-17.1122,5.54428,9.153037,28.221294,1.860144,3.441621,-3.386556,2.090164,2.335556,-17.691945,5.442078,9.463133
CLAS6_y12,pi0,p,pi017,2.75,0.422563,-0.498,0.2406677896134304,0.2573322103865696,0.422563,2.75,0.423,-0.5,0.62726,16.0,5.75,sigma_U,0.900393,0.901792,yes,"PRC 90 025205 (2014) supplemental, phi table",322.927601,19.264437,20.995293,-8.440213,23.379995,16.880426,-59.368182,40.089304,15.831515,317.676266,19.056804,20.653875,-10.348482,23.10077,20.696965,-60.6395,39.395152,16.170533
CLAS6_y12,pi0,p,pi017,2.75,0.423316,-0.788474,0.2417069904478746,0.5467670095521254,0.423316,2.75,0.423,-0.78,0.628603,19.0,5.75,sigma_U,2.149893,2.08823,yes,"PRC 90 025205 (2014) supplemental, phi table",232.443169,6.884362,17.003158,4.30837,6.345019,16.031143,-57.901389,17.211341,23.959195,227.264462,6.776658,16.624337,1.205897,6.247813,4.487057,-61.933268,16.744539,25.627559
CLAS6_y12,pi0,p,pi017,2.75,0.424278,-1.227722,0.2430390037940309,0.9846829962059691,0.424278,2.75,0.423,-1.23,0.630306,18.0,5.75,sigma_U,0.950157,0.990134,yes,"PRC 90 025205 (2014) supplemental, phi table",140.738305,4.938161,9.00245,-25.651235,5.62632,5.766557,-15.984855,12.716117,11.988641,136.732472,4.837169,8.746214,-27.408889,5.529312,6.161688,-21.229687,12.349231,15.922265
CLAS6_y12,pi0,p,pi017,2.75,0.425429,-1.726929,0.2446391787425135,1.482289821257486,0.425429,2.75,0.423,-1.73,0.632328,14.0,5.75,sigma_U,0.974512,0.973128,yes,"PRC 90 025205 (2014) supplemental, phi table",69.255779,4.65286,2.898149,-12.664595,5.318884,3.66086,-3.052495,9.59602,13.566645,66.922211,4.48726,2.800497,-13.698806,5.223888,3.959811,-5.986066,9.277757,26.604737
CLAS6_y12,pi0,p,pi018,3.120833,0.362333,-0.350083,0.1683113479965006,0.1817716520034994,0.362333,3.12,0.362,-0.35,0.327526,12.0,5.75,sigma_U,1.404989,1.405529,yes,"PRC 90 025205 (2014) supplemental, phi table",218.619417,33.110794,138.758443,0.771923,53.511711,164.419677,27.750044,116.51115,409.056211,213.203899,32.049686,135.321196,-3.413439,51.764365,727.062489,23.832187,113.942069,351.304087
CLAS6_y12,pi0,p,pi018,3.120625,0.362687,-0.49725,0.1687015081110106,0.3285484918889894,0.362687,3.12,0.362,-0.5,0.328959,16.0,5.75,sigma_U,0.786089,0.780909,yes,"PRC 90 025205 (2014) supplemental, phi table",166.622994,14.174991,19.95485,0.524868,22.766122,30.967219,-21.518458,71.256701,57.382554,162.237086,13.692806,19.429591,-3.288352,21.966049,194.012755,-24.822808,69.643333,66.194155
CLAS6_y12,pi0,p,pi020,3.228889,0.431389,-0.788111,0.2574842558207506,0.5306267441792494,0.431389,3.23,0.431,-0.78,0.493422,18.0,5.75,sigma_U,1.290945,1.274091,yes,"PRC 90 025205 (2014) supplemental, phi table",138.517558,6.192374,6.505521,14.854392,7.865859,5.44661,-76.628867,17.328942,15.922882,135.150768,6.089908,6.347399,12.315153,7.742689,4.515556,-79.023453,16.933529,16.420458
CLAS6_y12,pi0,p,pi020,3.225294,0.427647,-0.351412,0.2519779013235524,0.09943409867644765,0.427647,3.23,0.431,-0.35,0.485598,17.0,5.75,sigma_U,1.500634,1.502875,yes,"PRC 90 025205 (2014) supplemental, phi table",276.618604,21.624554,14.979347,-79.44463,28.547367,15.888926,66.133143,47.38684,19.741237,273.61776,21.419261,14.816846,-80.083893,28.28631,16.016779,65.195473,46.793643,19.461335
CLAS6_y12,pi0,p,pi020,3.228889,0.430278,-0.497833,0.2558491998491377,0.2419838001508623,0.430278,3.23,0.431,-0.5,0.490756,18.0,5.75,sigma_U,1.126363,1.130365,yes,"PRC 90 025205 (2014) supplemental, phi table",201.247631,11.995631,17.020944,9.364785,16.372981,15.920134,-45.794413,29.821346,30.861452,197.690633,11.837678,16.720103,7.467242,16.1819,12.694312,-47.000964,29.328938,31.674563
CLAS6_y12,pi0,p,pi020,3.227778,0.432722,-1.226333,0.2594464289992202,0.9668865710007797,0.432722,3.23,0.431,-1.23,0.496966,18.0,5.75,sigma_U,1.618937,1.5988,yes,"PRC 90 025205 (2014) supplemental, phi table",75.431802,3.773558,9.19169,5.627531,4.278048,12.058995,-76.45914,10.786217,31.775227,73.566504,3.659124,8.964395,4.082346,4.066382,8.747885,-77.366801,10.492989,32.152437
CLAS6_y12,pi0,p,pi020,3.227333,0.433533,-1.728067,0.2606471140698106,1.467419885930189,0.433533,3.23,0.431,-1.73,0.499027,15.0,5.75,sigma_U,1.109877,1.115887,yes,"PRC 90 025205 (2014) supplemental, phi table",65.319627,5.000938,6.691766,18.665895,5.711227,6.155774,34.68329,14.114373,14.864267,63.984268,4.897227,6.554963,17.647656,5.592881,5.819972,32.943092,13.881549,14.118468
CLAS6_y12,pi0,p,pi021,3.289091,0.496545,-1.232545,0.3678533653273286,0.8646916346726714,0.496545,3.29,0.496,-1.23,0.602659,11.0,5.75,sigma_U,0.929973,0.935603,yes,"PRC 90 025205 (2014) supplemental, phi table",140.248551,16.612231,18.031957,-12.412071,22.781898,10.033091,-54.502397,44.822874,12.111644,136.477509,16.24407,17.547108,-13.933738,22.415391,11.263105,-57.617788,43.755387,12.803953
CLAS6_y12,pi0,p,pi023,3.679,0.451,-0.7899,0.2916137666857259,0.4982862333142741,0.451,3.67,0.451,-0.78,0.387696,10.0,5.75,sigma_U,1.94748,1.950053,yes,"PRC 90 025205 (2014) supplemental, phi table",144.623108,35.722613,22.940217,-22.3851,34.803559,28.490128,7.470433,102.319414,52.293031,141.284795,35.039711,22.410692,-23.515548,34.323056,29.928879,3.991928,100.227985,27.943493
CLAS6_y12,pi0,p,pi023,3.676,0.4513,-1.2281,0.292081019821961,0.936018980178039,0.4513,3.67,0.451,-1.23,0.389567,10.0,5.75,sigma_U,1.948233,1.953091,yes,"PRC 90 025205 (2014) supplemental, phi table",76.720547,14.840468,1.793467,2.033977,17.567342,2.949267,-23.487624,48.263946,8.612129,74.926281,14.592138,1.751523,0.806451,17.304182,1.169354,-25.609918,47.316489,9.390303
CLAS6_y12,pi0,p,pi023,3.674286,0.450286,-0.497929,0.2904085435942116,0.2075204564057884,0.450286,3.67,0.451,-0.49,0.387412,14.0,5.75,sigma_U,0.854957,0.855815,yes,"PRC 90 025205 (2014) supplemental, phi table",184.880105,25.841317,17.988335,-32.134,39.516222,29.121437,-38.85128,66.782352,58.276919,181.695502,25.436052,17.678481,-33.332021,38.951885,30.207144,-39.75065,65.424091,59.625976
CLAS6_y12,pi0,p,pi023,3.679,0.4519,-1.7295,0.2930901695341763,1.436409830465824,0.4519,3.67,0.451,-1.73,0.390138,10.0,5.75,sigma_U,1.399063,1.392841,yes,"PRC 90 025205 (2014) supplemental, phi table",47.030161,6.86837,3.902503,-14.839954,9.469016,7.369501,-27.730685,27.181128,8.113793,46.217013,6.771179,3.835029,-15.240255,9.341326,7.56829,-28.221766,26.490857,8.25748
CLAS6_y12,pi0,p,pi024,3.758571,0.512857,-0.792143,0.4076834624284822,0.3844595375715179,0.512857,3.76,0.514,-0.78,0.504206,14.0,5.75,sigma_U,1.067375,1.070604,yes,"PRC 90 025205 (2014) supplemental, phi table",189.409264,36.968474,39.875634,24.497593,45.983759,37.767122,-40.149584,56.941852,42.208537,185.373803,36.446138,39.026064,23.312925,45.357436,35.940759,-42.853068,55.904343,45.050662
CLAS6_y12,pi0,p,pi024,3.753571,0.513571,-1.232714,0.4091138951393547,0.8236001048606454,0.513571,3.76,0.514,-1.23,0.506969,14.0,5.75,sigma_U,0.216598,0.221763,yes,"PRC 90 025205 (2014) supplemental, phi table",131.998432,13.274791,10.999869,1.317041,14.452507,11.063144,-16.894249,37.15908,39.751174,128.787444,13.029748,10.732287,-0.106264,14.258907,0.892617,-20.533357,36.19619,48.313781
CLAS6_y12,pi0,p,pi026,4.226154,0.538154,-0.791,0.4716932580100313,0.3193067419899688,0.538154,4.23,0.539,-0.78,0.42222,13.0,5.75,sigma_U,1.044638,1.045282,yes,"PRC 90 025205 (2014) supplemental, phi table",177.903011,42.465139,44.97548,-28.383052,60.955346,57.779785,-34.058009,74.432606,64.109194,175.01687,41.798724,44.245838,-29.263613,59.991036,59.572354,-34.659903,73.041307,65.24217
CLAS6_y12,eta,p,eta00,1.165923,0.133,-0.119769,0.02898830941670982,0.09078069058329018,0.133,1.17,0.134,-0.12,0.339554,13.0,5.75,sigma_U,0.366285,0.366554,yes,"PRC 95 035202 (2017) supplemental, phi table",159.371883,27.681217,22.310063,8.230526,51.105549,33.323594,94.0176,110.285898,134.432406,157.507868,27.40945,22.049124,7.445832,50.632281,30.14654,92.202938,109.094683,131.837685
CLAS6_y12,eta,p,eta00,1.1658,0.133,-0.174667,0.02898965618268301,0.145677343817317,0.133,1.17,0.134,-0.17,0.339709,15.0,5.75,sigma_U,0.487149,0.486772,yes,"PRC 95 035202 (2017) supplemental, phi table",144.597264,17.965078,16.188498,2.253886,27.475989,20.694767,-4.528449,77.643248,199.041141,143.051503,17.784447,16.015441,1.500425,27.199823,13.776629,-4.682479,76.759103,205.811278
CLAS6_y12,eta,p,eta00,1.166,0.133,-0.249611,0.02898746648562467,0.2206235335143753,0.133,1.17,0.134,-0.25,0.339458,18.0,5.75,sigma_U,0.866959,0.867289,yes,"PRC 95 035202 (2017) supplemental, phi table",117.225497,10.314239,10.693204,-22.810453,15.396779,10.264704,-75.782231,42.553731,30.799762,116.122479,10.217748,10.592588,-23.166195,15.248265,10.424788,-75.237045,42.125101,30.578184
CLAS6_y12,eta,p,eta00,1.165947,0.133,-0.349684,0.02898804667120691,0.3206959533287931,0.133,1.17,0.134,-0.35,0.339524,19.0,5.75,sigma_U,0.908104,0.90804,yes,"PRC 95 035202 (2017) supplemental, phi table",93.900056,8.823236,3.596172,-1.319954,13.114444,4.264467,-31.410124,37.827774,9.518219,93.038369,8.742287,3.563172,-1.827093,12.988272,5.902916,-31.651834,37.494119,9.591465
CLAS6_y12,eta,p,eta00,1.1659,0.133,-0.4996,0.02898856122615601,0.470611438773844,0.133,1.17,0.134,-0.5,0.339584,20.0,5.75,sigma_U,1.886111,1.88582,yes,"PRC 95 035202 (2017) supplemental, phi table",51.069151,4.322826,5.896438,1.834417,6.211555,4.484129,-36.076361,19.244082,10.579578,50.671737,4.290533,5.850553,1.592648,6.160832,3.893139,-36.010591,19.09379,10.560291
CLAS6_y12,eta,p,eta00,1.1659,0.133,-0.79955,0.02898856122615601,0.770561438773844,0.133,1.17,0.134,-0.8,0.339584,20.0,5.75,sigma_U,0.785256,0.786031,yes,"PRC 95 035202 (2017) supplemental, phi table",36.294507,2.482019,1.599758,1.114527,3.125375,5.673953,-43.198599,10.069445,14.151265,36.103626,2.46968,1.591344,1.01974,3.107763,5.191404,-43.046611,10.014544,14.101476
CLAS6_y12,eta,p,eta00,1.165867,0.133,-1.249667,0.02898892253792873,1.220678077462071,0.133,1.17,0.134,-1.25,0.339625,15.0,5.75,sigma_U,1.587249,1.587216,yes,"PRC 95 035202 (2017) supplemental, phi table",16.236578,1.729705,1.804064,-1.20134,2.436767,3.003351,-14.589663,6.585112,5.324694,16.207058,1.726677,1.800784,-1.205341,2.433294,3.013353,-14.538883,6.573627,5.306162
CLAS6_y12,eta,p,eta01,1.388,0.17,-0.1194,0.04608394736751453,0.07331605263248547,0.17,1.39,0.17,-0.12,0.431074,15.0,5.75,sigma_U,0.405757,0.405569,yes,"PRC 95 035202 (2017) supplemental, phi table",134.043049,15.521559,21.690784,26.438705,20.004765,14.329374,15.472186,53.552838,27.992442,132.704044,15.377068,21.474107,25.729346,19.817356,13.944913,15.102372,53.026278,27.32337
CLAS6_y12,eta,p,eta01,1.387923,0.169923,-0.174615,0.04603895699437932,0.1285760430056207,0.169923,1.39,0.17,-0.17,0.430577,13.0,5.75,sigma_U,0.481191,0.481386,yes,"PRC 95 035202 (2017) supplemental, phi table",156.321264,18.161201,21.888975,-18.358243,23.62295,29.10948,-0.447399,57.663168,8.947981,154.851654,17.991401,21.683192,-18.726592,23.394713,29.693547,-0.406389,57.107816,8.127772
CLAS6_y12,eta,p,eta01,1.388,0.17,-0.2496,0.04608394736751453,0.2035160526324855,0.17,1.39,0.17,-0.25,0.431074,20.0,5.75,sigma_U,1.46809,1.46847,yes,"PRC 95 035202 (2017) supplemental, phi table",101.726439,8.019787,7.894291,10.655609,10.121179,6.433575,-23.211104,25.426019,26.555935,100.720406,7.945627,7.81622,10.062948,10.021648,6.075742,-23.467001,25.186489,26.848709
CLAS6_y12,eta,p,eta01,1.3879,0.16995,-0.34945,0.04605536851881298,0.303394631481187,0.16995,1.39,0.17,-0.35,0.430798,20.0,5.75,sigma_U,1.048263,1.047719,yes,"PRC 95 035202 (2017) supplemental, phi table",104.595145,8.034335,6.299708,7.712434,9.412674,9.336104,-81.571877,25.807081,15.682983,103.634985,7.964929,6.241878,7.170501,9.323206,8.68008,-81.452135,25.578891,15.659961
CLAS6_y12,eta,p,eta01,1.387947,0.169842,-0.499421,0.04599031759100791,0.4534306824089921,0.169842,1.39,0.17,-0.5,0.429956,19.0,5.75,sigma_U,1.632157,1.630977,yes,"PRC 95 035202 (2017) supplemental, phi table",65.288069,4.522406,2.699507,4.34998,5.0348,3.136032,-65.707652,15.254264,17.065595,64.75174,4.487627,2.677331,4.043177,4.991635,2.914848,-65.573436,15.12806,17.030737
CLAS6_y12,eta,p,eta01,1.38795,0.1698,-0.79955,0.04596522960497174,0.7535847703950282,0.1698,1.39,0.17,-0.8,0.429642,20.0,5.75,sigma_U,2.494674,2.495122,yes,"PRC 95 035202 (2017) supplemental, phi table",38.963058,2.36845,2.597537,5.796702,2.853953,3.355985,-12.269805,8.261555,4.639842,38.694023,2.353373,2.579602,5.596447,2.83309,3.240048,-12.419102,8.206547,4.696299
CLAS6_y12,eta,p,eta01,1.387895,0.169895,-1.249632,0.04602260310917994,1.20360939689082,0.169895,1.39,0.17,-1.25,0.430394,19.0,5.75,sigma_U,1.55284,1.552995,yes,"PRC 95 035202 (2017) supplemental, phi table",16.866201,1.51136,2.0958,-1.762187,1.896076,1.140239,-6.224483,5.35723,3.0085,16.807759,1.506562,2.088538,-1.787666,1.889918,1.156725,-6.214215,5.33787,3.003537
CLAS6_y12,eta,p,eta02,1.619,0.187,-0.2495,0.05382864768959217,0.1956713523104078,0.187,1.62,0.187,-0.25,0.348611,14.0,5.75,sigma_U,0.405736,0.405469,yes,"PRC 95 035202 (2017) supplemental, phi table",117.117326,14.602176,11.601716,-6.177283,22.557291,13.795931,11.852132,57.002741,33.563561,116.059552,14.488535,11.496933,-6.72553,22.381488,15.020351,11.401333,56.49797,32.286962
CLAS6_y12,eta,p,eta02,1.619,0.187,-0.349714,0.05382864768959217,0.2958853523104079,0.187,1.62,0.187,-0.35,0.348611,14.0,5.75,sigma_U,0.490333,0.490651,yes,"PRC 95 035202 (2017) supplemental, phi table",98.367269,13.231204,8.997006,-20.837567,20.956807,6.980072,-23.08609,50.883681,51.943703,97.543778,13.137164,8.921687,-21.152573,20.81354,7.085591,-23.434049,50.449831,52.72661
CLAS6_y12,eta,p,eta02,1.619,0.187,-0.499643,0.05382864768959217,0.4458143523104078,0.187,1.62,0.187,-0.5,0.348611,14.0,5.75,sigma_U,1.2383,1.238674,yes,"PRC 95 035202 (2017) supplemental, phi table",70.947433,7.641588,3.597335,-5.914738,11.058937,7.159945,-23.838434,32.207904,39.380673,70.39277,7.591778,3.569211,-6.231767,10.984597,7.543718,-23.962037,31.937965,39.584862
CLAS6_y12,eta,p,eta02,1.618947,0.187,-0.799684,0.05382924050783355,0.7458547594921664,0.187,1.62,0.187,-0.8,0.348658,19.0,5.75,sigma_U,0.883085,0.882343,yes,"PRC 95 035202 (2017) supplemental, phi table",38.498115,3.342305,1.699917,-4.460488,4.541158,2.178378,-45.443192,13.113904,9.19432,38.277511,3.324906,1.690176,-4.558506,4.517335,2.226247,-45.322074,13.032272,9.169815
CLAS6_y12,eta,p,eta02,1.618909,0.187,-1.249636,0.05382966557441016,1.19580633442559,0.187,1.62,0.187,-1.25,0.348692,11.0,5.75,sigma_U,0.558901,0.558614,yes,"PRC 95 035202 (2017) supplemental, phi table",18.29739,2.719755,2.199686,-1.232027,3.917118,1.642703,-16.712511,12.096748,6.096388,18.23262,2.711331,2.1919,-1.266147,3.904214,1.688196,-16.705994,12.054371,6.09401
CLAS6_y12,eta,p,eta03,1.770867,0.224,-0.174667,0.07839418335064652,0.09627281664935347,0.224,1.77,0.224,-0.18,0.462438,15.0,5.75,sigma_U,0.67032,0.671038,yes,"PRC 95 035202 (2017) supplemental, phi table",93.291987,11.409708,11.998969,17.368087,15.044061,12.2296,22.968747,35.080007,31.075364,92.526022,11.324035,11.900453,16.985307,14.933999,11.960068,22.655512,34.817314,30.651575
CLAS6_y12,eta,p,eta03,1.7709,0.224,-0.24965,0.07839372646339293,0.1712562735366071,0.224,1.77,0.224,-0.25,0.462416,20.0,5.75,sigma_U,1.242394,1.242051,yes,"PRC 95 035202 (2017) supplemental, phi table",96.410857,6.415853,6.700755,24.588719,7.447251,6.275782,-31.389896,20.883447,15.590315,95.546705,6.361185,6.640694,24.044001,7.377319,6.136753,-31.401081,20.70494,15.59587
CLAS6_y12,eta,p,eta03,1.77085,0.224,-0.34945,0.07839441872441122,0.2710555812755888,0.224,1.77,0.224,-0.35,0.46245,20.0,5.75,sigma_U,0.720164,0.720047,yes,"PRC 95 035202 (2017) supplemental, phi table",104.983916,6.626989,4.099372,7.939086,7.177861,6.289406,-62.677758,20.194669,14.07903,104.087723,6.573489,4.064378,7.457161,7.113078,5.907621,-62.616889,20.024795,14.065358
CLAS6_y12,eta,p,eta03,1.7707,0.224,-0.49935,0.07839649577587138,0.4209535042241286,0.224,1.77,0.224,-0.5,0.462552,20.0,5.75,sigma_U,2.515504,2.515599,yes,"PRC 95 035202 (2017) supplemental, phi table",77.883668,3.966348,4.199119,2.927273,4.516097,3.45,-26.513242,12.267443,18.058232,77.230601,3.935134,4.163909,2.535112,4.475474,2.98781,-26.700002,12.16527,18.185434
CLAS6_y12,eta,p,eta03,1.7708,0.224,-0.79955,0.07839511103016017,0.7211548889698398,0.224,1.77,0.224,-0.8,0.462484,20.0,5.75,sigma_U,1.691463,1.691462,yes,"PRC 95 035202 (2017) supplemental, phi table",46.948078,2.207688,3.20328,2.115539,2.502484,2.115539,-16.230844,6.790834,6.911198,46.597302,2.192496,3.179347,1.886233,2.481747,1.886233,-16.371023,6.738977,6.970887
CLAS6_y12,eta,p,eta03,1.7708,0.224,-1.24935,0.07839511103016017,1.17095488896984,0.224,1.77,0.224,-1.25,0.462484,20.0,5.75,sigma_U,1.09074,1.090261,yes,"PRC 95 035202 (2017) supplemental, phi table",24.474606,1.470814,1.798134,3.128599,1.527226,1.877159,-23.631051,4.353658,2.835726,24.345905,1.463558,1.788679,3.044523,1.517745,1.826714,-23.622286,4.331066,2.834674
CLAS6_y12,eta,p,eta03,1.770929,0.224,-1.749714,0.07839332497249552,1.671320675027504,0.224,1.77,0.224,-1.75,0.462396,14.0,5.75,sigma_U,1.15292,1.153039,yes,"PRC 95 035202 (2017) supplemental, phi table",12.89254,1.659413,1.499133,-0.899096,2.142509,1.798191,-0.559868,5.141399,5.038808,12.858574,1.655405,1.495183,-0.916359,2.137648,1.832718,-0.574625,5.127689,5.171625
