exp,meson,target,group,Q2,xB,t,tmin,tprime,xB_mean,Q2_bin,xB_bin,t_bin,eps,npts_phi,Ebeam,sigma_meaning,chi2ndf_phi,chi2ndf_phi_rc,in_fit,source,s_u,stat_U,sys_U,s_LT,stat_LT,sys_LT,s_TT,stat_TT,sys_TT,s_u_rc,stat_U_rc,sys_U_rc,s_LT_rc,stat_LT_rc,sys_LT_rc,s_TT_rc,stat_TT_rc,sys_TT_rc
CLAS6_y12,eta,p,eta04,1.878,0.271,-0.2495,0.119337282303597,0.130162717696403,0.271,1.88,0.272,-0.25,0.594187,16.0,5.75,sigma_U,1.556702,1.553895,yes,"PRC 95 035202 (2017) supplemental, phi table",137.4967,13.809575,27.89933,27.512903,15.476699,19.379527,62.97099,33.284087,47.152677,136.482251,13.705191,27.69349,27.002831,15.353157,19.020242,62.43959,33.03711,46.754765
CLAS6_y12,eta,p,eta04,1.877941,0.271,-0.349471,0.119338407295221,0.2301325927047789,0.271,1.88,0.272,-0.35,0.594216,17.0,5.75,sigma_U,1.249334,1.249923,yes,"PRC 95 035202 (2017) supplemental, phi table",125.890885,13.301557,11.499167,19.012423,15.469043,14.78744,-1.063604,31.707838,75.612576,124.809056,13.205641,11.400351,18.463341,15.364928,14.360377,-1.531643,31.468837,108.885865
CLAS6_y12,eta,p,eta04,1.8779,0.271,-0.49955,0.1193391891179709,0.3802108108820291,0.271,1.88,0.272,-0.5,0.594236,20.0,5.75,sigma_U,1.033174,1.033221,yes,"PRC 95 035202 (2017) supplemental, phi table",103.942897,7.106171,3.697968,6.579472,6.780752,6.478249,-34.641717,17.387473,31.409837,103.056138,7.048499,3.66642,6.136209,6.718052,6.041806,-34.750032,17.243205,31.508046
CLAS6_y12,eta,p,eta04,1.878,0.271,-0.7995,0.119337282303597,0.680162717696403,0.271,1.88,0.272,-0.8,0.594187,20.0,5.75,sigma_U,0.458735,0.458828,yes,"PRC 95 035202 (2017) supplemental, phi table",81.866592,4.65136,5.09792,-2.340611,4.019311,3.05297,-61.111986,10.620359,10.606212,81.22188,4.617047,5.057773,-2.609076,3.982502,3.403142,-60.964493,10.531911,10.580614
CLAS6_y12,eta,p,eta04,1.877882,0.271,-1.249529,0.1193395323698965,1.130189467630103,0.271,1.88,0.272,-1.25,0.594244,17.0,5.75,sigma_U,1.497663,1.498331,yes,"PRC 95 035202 (2017) supplemental, phi table",43.648085,3.371914,5.606176,-4.062065,3.446595,4.468271,-23.455406,7.937725,7.077062,43.353991,3.350985,5.568403,-4.188853,3.422812,4.607739,-23.448506,7.878221,7.07498
CLAS6_y12,eta,p,eta05,1.9544,0.313,-1.2498,0.1659458133592864,1.083854186640714,0.313,1.95,0.313,-1.25,0.673597,10.0,5.75,sigma_U,0.30038,0.300682,yes,"PRC 95 035202 (2017) supplemental, phi table",100.912078,18.232998,10.301233,6.942395,18.609822,19.016126,9.5851,38.517457,35.01084,99.908348,18.045662,10.198771,6.368366,18.427658,17.443785,8.81563,38.166154,32.200249
CLAS6_y12,eta,p,eta06,2.107,0.238,-0.499091,0.08559960505401598,0.413491394945984,0.238,2.11,0.238,-0.5,0.307493,11.0,5.75,sigma_U,0.274285,0.27468,yes,"PRC 95 035202 (2017) supplemental, phi table",121.409891,21.077544,10.492213,-43.556365,30.647173,8.855431,-100.870628,82.841443,16.98653,120.553748,20.957268,10.418225,-43.766955,30.482317,8.898246,-100.093195,82.153796,16.855611
CLAS6_y12,eta,p,eta06,2.107,0.238,-0.7991,0.08559960505401598,0.713500394945984,0.238,2.11,0.238,-0.8,0.307493,10.0,5.75,sigma_U,0.39866,0.398047,yes,"PRC 95 035202 (2017) supplemental, phi table",55.846933,10.597907,6.605551,-14.618259,18.95438,4.11782,-1.441659,43.656246,85.881706,55.50265,10.548171,6.56483,-14.790175,18.868924,4.166247,-1.651982,43.380897,98.410918
CLAS6_y12,eta,p,eta07,2.235714,0.276,-0.249643,0.11872813940632,0.13091486059368,0.276,2.24,0.276,-0.25,0.424053,14.0,5.75,sigma_U,0.44246,0.442427,yes,"PRC 95 035202 (2017) supplemental, phi table",96.985601,11.610748,10.898382,-1.024578,17.225595,20.594024,2.106335,36.225008,26.013243,96.29673,11.537846,10.820973,-1.306583,17.123849,26.262327,1.96717,35.972312,24.294544
CLAS6_y12,eta,p,eta07,2.235765,0.276,-0.349588,0.1187274609164779,0.2308605390835221,0.276,2.24,0.276,-0.35,0.424025,17.0,5.75,sigma_U,0.825103,0.825159,yes,"PRC 95 035202 (2017) supplemental, phi table",80.758949,9.342098,5.797053,-2.075303,13.39422,4.876961,16.254368,31.051838,16.676559,80.146874,9.283157,5.753117,-2.371695,13.314182,5.573484,15.909617,30.82707,16.322854
CLAS6_y12,eta,p,eta07,2.235889,0.276,-0.4995,0.1187258114026253,0.3807741885973747,0.276,2.24,0.276,-0.5,0.423954,18.0,5.75,sigma_U,1.253045,1.252221,yes,"PRC 95 035202 (2017) supplemental, phi table",62.541868,5.281096,7.30489,-8.112177,7.34723,5.512121,-5.574769,18.987466,26.29608,62.084149,5.247648,7.251429,-8.325716,7.302755,5.657217,-5.668107,18.832253,26.736356
CLAS6_y12,eta,p,eta07,2.23585,0.276,-0.79955,0.1187263301787724,0.6808236698212276,0.276,2.24,0.276,-0.8,0.423976,20.0,5.75,sigma_U,0.663,0.662837,yes,"PRC 95 035202 (2017) supplemental, phi table",44.100075,2.802028,2.300004,3.549652,3.407905,2.192432,-26.34006,9.555243,4.951931,43.770143,2.783455,2.282797,3.325418,3.382462,2.053934,-26.411273,9.484048,4.965319
CLAS6_y12,eta,p,eta07,2.235611,0.276,-1.249778,0.1187295097977215,1.131048490202279,0.276,2.24,0.276,-1.25,0.424112,18.0,5.75,sigma_U,1.479905,1.479147,yes,"PRC 95 035202 (2017) supplemental, phi table",24.169929,2.11586,2.397018,-1.601487,2.87714,2.455613,-18.407009,6.746754,4.548859,24.034105,2.105861,2.383548,-1.672753,2.863626,2.564888,-18.432128,6.706959,4.555066
CLAS6_y12,eta,p,eta07,2.235636,0.276,-1.749636,0.1187291771651713,1.630906822834829,0.276,2.24,0.276,-1.75,0.424097,11.0,5.75,sigma_U,0.345049,0.344954,yes,"PRC 95 035202 (2017) supplemental, phi table",14.734428,2.08477,2.405621,-1.337189,2.6552,2.571518,-10.403473,6.338171,6.051,14.680472,2.077821,2.396812,-1.363194,2.645782,2.621527,-10.397674,6.313006,6.047627
CLAS6_y12,eta,p,eta08,2.261667,0.334,-0.25325,0.18666081707377,0.06658918292622995,0.334,2.26,0.338,-0.25,0.605906,12.0,5.75,sigma_U,1.363972,1.362086,yes,"PRC 95 035202 (2017) supplemental, phi table",142.366671,31.880016,41.190357,-35.704073,35.602218,50.186852,62.141876,53.694774,73.339519,141.738056,31.741475,41.008482,-35.74234,35.447555,50.240642,61.788685,53.429191,72.922686
CLAS6_y12,eta,p,eta08,2.263,0.338,-0.349353,0.1921446841445666,0.1572083158554334,0.338,2.26,0.338,-0.35,0.615134,17.0,5.75,sigma_U,1.17478,1.174948,yes,"PRC 95 035202 (2017) supplemental, phi table",116.774967,11.678758,6.9985,-7.927508,13.296009,12.24248,6.458087,26.519146,40.564862,116.081314,11.616508,6.956928,-8.114267,13.227973,12.530894,6.372319,26.347453,40.026126
CLAS6_y12,eta,p,eta08,2.263,0.338,-0.499579,0.1921446841445666,0.3074343158554333,0.338,2.26,0.338,-0.5,0.615134,19.0,5.75,sigma_U,1.788258,1.788173,yes,"PRC 95 035202 (2017) supplemental, phi table",137.749676,6.725678,7.697188,-1.852429,7.183459,6.23976,-38.483752,15.707606,4.242303,136.770199,6.682104,7.642457,-2.217465,7.137895,7.469357,-38.521835,15.596568,4.246502
CLAS6_y12,eta,p,eta08,2.263,0.338,-0.79945,0.1921446841445666,0.6073053158554333,0.338,2.26,0.338,-0.8,0.615134,20.0,5.75,sigma_U,2.199068,2.198834,yes,"PRC 95 035202 (2017) supplemental, phi table",88.798148,3.582581,3.799921,8.142287,3.322028,3.819838,-50.10873,7.968658,6.76872,88.048821,3.554702,3.767855,7.763193,3.290441,3.641992,-50.069539,7.900491,6.763426
CLAS6_y12,eta,p,eta08,2.263,0.338,-1.249632,0.1921446841445666,1.057487315855433,0.338,2.26,0.338,-1.25,0.615134,19.0,5.75,sigma_U,1.594312,1.590739,yes,"PRC 95 035202 (2017) supplemental, phi table",51.191065,2.678361,5.49904,3.146117,2.811668,6.596697,-16.64521,6.227045,10.758489,50.741124,2.657429,5.450707,2.889029,2.788561,6.057641,-16.8281,6.16769,10.876699
CLAS6_y12,eta,p,eta08,2.263,0.338,-1.749563,0.1921446841445666,1.557418315855433,0.338,2.26,0.338,-1.75,0.615134,16.0,5.75,sigma_U,3.231139,3.227664,yes,"PRC 95 035202 (2017) supplemental, phi table",28.490019,2.895188,4.398459,-11.498008,3.179623,6.051583,13.881392,5.143249,4.660905,28.305988,2.879706,4.370047,-11.531058,3.165265,6.068978,13.68213,5.095206,4.594
CLAS6_y12,eta,p,eta09,2.352143,0.404,-0.499571,0.2981545912864645,0.2014164087135355,0.404,2.35,0.404,-0.5,0.709602,14.0,5.75,sigma_U,1.370734,1.370121,yes,"PRC 95 035202 (2017) supplemental, phi table",215.11878,33.989961,19.601711,-38.953046,37.482312,29.013995,-48.492,54.555017,40.560596,214.078474,33.831706,19.506918,-39.148265,37.309394,29.159404,-48.18386,54.227181,40.302856
CLAS6_y12,eta,p,eta09,2.352062,0.404,-0.799563,0.2981571874343447,0.5014058125656553,0.404,2.35,0.404,-0.8,0.709623,16.0,5.75,sigma_U,1.875575,1.873034,yes,"PRC 95 035202 (2017) supplemental, phi table",165.472121,14.644663,19.396732,-26.829438,15.142744,16.117685,6.563064,27.663868,16.458145,164.241063,14.545701,19.252427,-27.149631,15.050855,16.310039,6.390318,27.423044,16.024953
CLAS6_y12,eta,p,eta09,2.352067,0.404,-1.249533,0.2981570271714515,0.9513759728285485,0.404,2.35,0.404,-1.25,0.709622,15.0,5.75,sigma_U,2.095484,2.094806,yes,"PRC 95 035202 (2017) supplemental, phi table",114.386952,12.066309,20.397673,-9.753773,12.940367,17.999231,-30.075027,21.16066,24.241075,113.312115,11.976838,20.206006,-10.150993,12.855337,18.732246,-30.276325,20.952499,24.403325
CLAS6_y12,eta,p,eta09,2.352091,0.404,-1.749909,0.2981562579221142,1.451752742077886,0.404,2.35,0.404,-1.75,0.709616,11.0,5.75,sigma_U,0.713483,0.712037,yes,"PRC 95 035202 (2017) supplemental, phi table",84.006056,24.662275,55.203979,1.432271,28.011641,78.365682,-12.11231,38.641145,101.743407,82.957648,24.422522,54.515026,1.135378,27.774599,62.121372,-12.864535,38.168933,108.062094
CLAS6_y12,eta,p,eta10,2.734,0.342,-0.349615,0.1894807186609127,0.1601342813390874,0.342,2.73,0.343,-0.35,0.430226,13.0,5.75,sigma_U,1.289027,1.28884,yes,"PRC 95 035202 (2017) supplemental, phi table",94.204506,20.737604,14.900713,-29.359453,30.269394,16.4825,48.162666,50.969454,30.677524,93.648791,20.635468,14.812813,-29.380628,30.121696,16.494388,47.743213,50.663632,30.410351
CLAS6_y12,eta,p,eta10,2.734,0.342,-0.499316,0.1894807186609127,0.3098352813390873,0.342,2.73,0.343,-0.5,0.430226,19.0,5.75,sigma_U,1.353067,1.35419,yes,"PRC 95 035202 (2017) supplemental, phi table",79.078567,6.102195,3.199133,-3.89685,8.504289,7.07586,19.484769,19.909533,15.65,78.530092,6.064645,3.176944,-4.161633,8.453993,7.556649,19.075961,19.778236,15.321649
CLAS6_y12,eta,p,eta10,2.734,0.342,-0.7993,0.1894807186609127,0.6098192813390874,0.342,2.73,0.343,-0.8,0.430226,20.0,5.75,sigma_U,1.110139,1.112546,yes,"PRC 95 035202 (2017) supplemental, phi table",58.883952,3.402154,2.299373,12.776664,4.394039,4.497386,-8.834646,11.134855,5.716536,58.401196,3.376818,2.280522,12.384149,4.358301,4.35922,-9.227822,11.053534,5.970944
CLAS6_y12,eta,p,eta10,2.734,0.342,-1.249647,0.1894807186609127,1.060166281339087,0.342,2.73,0.343,-1.25,0.430226,17.0,5.75,sigma_U,2.456069,2.455453,yes,"PRC 95 035202 (2017) supplemental, phi table",28.648478,2.438404,2.904916,-0.156606,3.264658,0.939636,-4.372295,7.541235,10.202022,28.443563,2.423946,2.884137,-0.291203,3.244423,1.747219,-4.540088,7.485934,10.593538
CLAS6_y12,eta,p,eta10,2.734,0.342,-1.749688,0.1894807186609127,1.560207281339087,0.342,2.73,0.343,-1.75,0.430226,16.0,5.75,sigma_U,1.730723,1.731373,yes,"PRC 95 035202 (2017) supplemental, phi table",18.726148,2.174467,2.703775,-4.972319,3.042281,2.486159,2.672502,6.322449,10.476206,18.624982,2.163054,2.689169,-5.014799,3.025916,2.507399,2.576263,6.281006,10.098949
CLAS6_y12,eta,p,eta12,2.767,0.423,-0.501,0.3239987326483762,0.1770012673516238,0.423,2.77,0.424,-0.5,0.623014,15.0,5.75,sigma_U,1.450036,1.452831,yes,"PRC 95 035202 (2017) supplemental, phi table",164.373365,20.663756,20.996598,-53.657837,23.512931,25.374641,27.012747,36.803026,33.53999,163.663632,20.575496,20.905938,-53.689791,23.412715,25.389752,27.0015,36.607293,33.526026
CLAS6_y12,eta,p,eta12,2.768063,0.424,-0.799438,0.3259967330942852,0.4734412669057148,0.424,2.77,0.424,-0.8,0.6245,16.0,5.75,sigma_U,2.206222,2.203452,yes,"PRC 95 035202 (2017) supplemental, phi table",100.858806,7.47169,11.495305,12.185357,8.450531,13.284036,-17.330959,16.987893,22.570551,100.098011,7.424154,11.408594,11.78835,8.403064,12.851234,-17.451977,16.851448,22.728156
CLAS6_y12,eta,p,eta12,2.768063,0.424,-1.249812,0.3259967330942852,0.9238152669057147,0.424,2.77,0.424,-1.25,0.6245,16.0,5.75,sigma_U,2.727746,2.725699,yes,"PRC 95 035202 (2017) supplemental, phi table",67.756156,5.523644,7.395215,7.958388,6.416168,6.145085,-29.961662,12.629147,13.774321,67.121586,5.480843,7.325955,7.612835,6.37444,5.878265,-30.088137,12.504237,13.832466
CLAS6_y12,eta,p,eta12,2.768067,0.424,-1.749733,0.3259966362246636,1.423736363775336,0.424,2.77,0.424,-1.75,0.624499,15.0,5.75,sigma_U,0.651117,0.653303,yes,"PRC 95 035202 (2017) supplemental, phi table",45.303811,6.329883,6.90058,-4.396958,7.630906,10.29288,9.229832,11.932073,17.657069,44.786541,6.282226,6.821791,-4.519762,7.585613,10.580352,8.671634,11.817799,16.589214
CLAS6_y12,eta,p,eta14,3.246,0.429846,-0.501,0.3281972641421427,0.1728027358578573,0.429846,3.25,0.431,-0.5,0.483858,13.0,5.75,sigma_U,0.767322,0.767236,yes,"PRC 95 035202 (2017) supplemental, phi table",108.368837,20.652738,14.795745,-22.423446,27.3373,17.67614,21.466725,43.404274,23.704962,107.891906,20.572388,14.730629,-22.527462,27.229959,17.758134,21.334605,43.184023,23.559067
CLAS6_y12,eta,p,eta14,3.245765,0.43,-0.799647,0.328512607049936,0.471134392950064,0.43,3.25,0.431,-0.8,0.484314,17.0,5.75,sigma_U,1.236876,1.237586,yes,"PRC 95 035202 (2017) supplemental, phi table",62.166773,5.343341,4.697489,9.992745,7.053554,4.792439,-23.76688,15.108159,12.13845,61.717934,5.313272,4.663574,9.732409,7.01593,4.667584,-23.891106,15.008577,12.201895
CLAS6_y12,eta,p,eta14,3.245556,0.43,-1.249667,0.3285161143520994,0.9211508856479007,0.43,3.25,0.431,-1.25,0.484386,18.0,5.75,sigma_U,1.623517,1.622128,yes,"PRC 95 035202 (2017) supplemental, phi table",47.125699,4.191036,3.902128,-3.619439,5.584238,8.646438,-0.588397,12.045391,133.66412,46.75047,4.163983,3.871058,-3.798689,5.551348,9.074646,-0.834493,11.942974,189.568917
CLAS6_y12,eta,p,eta14,3.245833,0.43,-1.749917,0.3285114660406645,1.421405533959335,0.43,3.25,0.431,-1.75,0.48429,12.0,5.75,sigma_U,0.893732,0.894674,yes,"PRC 95 035202 (2017) supplemental, phi table",30.620786,4.945525,3.502378,-7.490957,7.045282,4.617713,6.509448,12.070111,13.638844,30.368121,4.913995,3.473478,-7.565004,7.009074,4.663359,6.246304,11.977152,13.087495
CLAS6_y12,eta,p,eta15,3.303,0.497,-1.7495,0.4873866652545038,1.262113334745496,0.497,3.3,0.497,-1.75,0.599771,10.0,5.75,sigma_U,0.815979,0.816414,yes,"PRC 95 035202 (2017) supplemental, phi table",128.570181,38.383885,34.991884,-6.872091,42.279302,19.807792,17.531708,77.83877,52.494368,127.094818,38.013594,34.590347,-7.230859,41.991228,20.841888,16.254732,77.025143,48.670777
CLAS6_y12,eta,p,eta16,3.688917,0.451,-0.799583,0.3659991137543193,0.4335838862456808,0.451,3.69,0.451,-0.8,0.384196,12.0,5.75,sigma_U,0.907122,0.906767,yes,"PRC 95 035202 (2017) supplemental, phi table",68.0773,11.735787,5.898033,-12.292063,18.488931,5.587302,7.096649,48.35417,25.918198,67.667782,11.669758,5.862554,-12.447394,18.394573,5.657907,7.00869,48.021218,25.596954
CLAS6_y12,eta,p,eta17,3.769167,0.513,-0.801,0.5232772877362053,0.2777227122637947,0.513,3.77,0.513,-0.8,0.501501,12.0,5.75,sigma_U,1.856137,1.854755,yes,"PRC 95 035202 (2017) supplemental, phi table",71.30741,42.958448,10.785995,15.362171,58.171864,25.670997,-39.444887,77.127857,30.498624,71.050643,42.734441,10.747156,14.984265,57.865528,25.039495,-39.109863,76.675396,30.239585
CLAS6_y12,eta,p,eta17,3.770615,0.513,-1.249692,0.5232495080534822,0.7264424919465178,0.513,3.77,0.513,-1.25,0.501093,13.0,5.75,sigma_U,1.340992,1.340625,yes,"PRC 95 035202 (2017) supplemental, phi table",56.484331,14.296356,7.297975,11.677494,20.449111,11.27132,-30.143073,35.484771,23.320148,56.044362,14.196609,7.24113,11.353785,20.315872,10.958871,-30.096325,35.176745,23.283981
CLAS6_y12,eta,p,eta17,3.770455,0.513,-1.749818,0.523252576140198,1.226565423859802,0.513,3.77,0.513,-1.75,0.501138,11.0,5.75,sigma_U,0.875593,0.875363,yes,"PRC 95 035202 (2017) supplemental, phi table",57.201682,17.562487,9.100268,-3.467996,24.197643,8.975989,-17.715582,34.955955,16.29019,56.680553,17.443369,9.017361,-3.669232,24.04136,9.496835,-17.942848,34.633423,16.49917
CLAS6_y12,eta,p,eta18,4.244,0.539,-1.249818,0.5965984534622923,0.6532195465377078,0.539,4.24,0.54,-1.25,0.418883,11.0,5.75,sigma_U,0.819858,0.819319,yes,"PRC 95 035202 (2017) supplemental, phi table",100.631676,30.226235,12.691383,-46.960988,45.589283,15.619854,49.530464,74.084613,21.037682,99.935006,30.015393,12.603521,-46.921072,45.280654,15.606577,49.000911,73.466566,20.812758
HallA_y16,pi0,p,ha16_1.50,1.5,0.36,-0.22767,0.1549661316989102,0.07270386830108985,0.36,1.5,0.36,,,,3.355 + 5.55,sigma_T,,,no,"PRL 117 262001 (2016), table I",1611.71,179.585,0.0,-169.23,37.4904,0.0,-439.851,91.4886,0.0,,,,,,,,,
HallA_y16,pi0,p,ha16_1.75,1.75,0.36,-0.18288,0.1576954476280283,0.02518455237197165,0.36,1.75,0.36,,,,4.455 + 5.55,sigma_T,,,no,"PRL 117 262001 (2016), table I",889.78,101.047,0.0,-16.857,6.2748,0.0,-116.776,19.8532,0.0,,,,,,,,,
HallA_y16,pi0,p,ha16_1.75,1.75,0.36,-0.2319,0.1576954476280283,0.07420455237197165,0.36,1.75,0.36,,,,4.455 + 5.55,sigma_T,,,no,"PRL 117 262001 (2016), table I",1032.66,123.592,0.0,-17.238,7.8998,0.0,-243.039,23.1091,0.0,,,,,,,,,
HallA_y16,pi0,p,ha16_1.75,1.75,0.36,-0.28097,0.1576954476280283,0.1232745523719717,0.36,1.75,0.36,,,,4.455 + 5.55,sigma_T,,,no,"PRL 117 262001 (2016), table I",1136.03,145.748,0.0,13.047,10.8563,0.0,-321.289,28.2996,0.0,,,,,,,,,
HallA_y16,pi0,p,ha16_2.00,2.0,0.36,-0.18541,0.1598541354538747,0.02555586454612527,0.36,2.0,0.36,,,,4.455 + 5.55,sigma_T,,,no,"PRL 117 262001 (2016), table I",331.63,58.8313,0.0,-1.59,7.011,0.0,-110.358,21.5383,0.0,,,,,,,,,
HallA_y16,pi0,p,ha16_2.00,2.0,0.36,-0.2349,0.1598541354538747,0.07504586454612527,0.36,2.0,0.36,,,,4.455 + 5.55,sigma_T,,,no,"PRL 117 262001 (2016), table I",652.64,80.6495,0.0,-6.168,9.2549,0.0,-192.265,26.422,0.0,,,,,,,,,
HallA_y17,pi0,n,ha17_1.75,1.75,0.36,-0.18273,0.1576954476280283,0.02503455237197166,0.36,1.75,0.36,,,,E07-007 pair,sigma_T,,,yes,PRL 118 222002 (2017),263.83,237.026,0.0,37.591,21.1602,0.0,-47.397,47.0435,0.0,,,,,,,,,
HallA_y17,pi0,n,ha17_1.75,1.75,0.36,-0.23219,0.1576954476280283,0.07449455237197167,0.36,1.75,0.36,,,,E07-007 pair,sigma_T,,,yes,PRL 118 222002 (2017),504.73,213.207,0.0,-26.939,19.685,0.0,-80.554,42.9743,0.0,,,,,,,,,
HallA_y17,pi0,n,ha17_1.75,1.75,0.36,-0.28173,0.1576954476280283,0.1240345523719716,0.36,1.75,0.36,,,,E07-007 pair,sigma_T,,,yes,PRL 118 222002 (2017),257.14,212.378,0.0,-50.319,21.1804,0.0,-78.214,45.5613,0.0,,,,,,,,,
HallA_y17,pi0,n,ha17_1.75,1.75,0.36,-0.33133,0.1576954476280283,0.1736345523719717,0.36,1.75,0.36,,,,E07-007 pair,sigma_T,,,yes,PRL 118 222002 (2017),410.43,231.643,0.0,22.199,23.4352,0.0,-152.733,49.5934,0.0,,,,,,,,,
HallA_y21,pi0,p,ha21_00,2.67,0.48,-0.3376,0.3275729731997212,0.01002702680027878,0.48,2.67,0.48,,0.51,,4.49,sigma_U,,,no,PRL 127 152301 (2021),525.95,14.48,41.16,25.07,16.53,0.88,-29.14,43.88,1.02,,,,,,,,,
HallA_y21,pi0,p,ha21_00,2.67,0.48,-0.3676,0.3275729731997212,0.04002702680027875,0.48,2.67,0.48,,0.51,,4.49,sigma_U,,,no,PRL 127 152301 (2021),520.4,16.36,40.73,-38.25,19.21,1.34,-7.88,45.79,0.28,,,,,,,,,
HallA_y21,pi0,p,ha21_00,2.67,0.48,-0.4076,0.3275729731997212,0.08002702680027879,0.48,2.67,0.48,,0.51,,4.49,sigma_U,,,no,PRL 127 152301 (2021),488.33,17.33,38.22,-31.6,21.71,1.11,-55.44,47.02,1.94,,,,,,,,,
HallA_y21,pi0,p,ha21_00,2.67,0.48,-0.4676,0.3275729731997212,0.1400270268002788,0.48,2.67,0.48,,0.51,,4.49,sigma_U,,,no,PRL 127 152301 (2021),480.77,23.45,37.63,-60.2,30.66,2.11,-116.12,57.67,4.06,,,,,,,,,
HallA_y21,pi0,p,ha21_01,3.11,0.36,-0.1957,0.1657109105009766,0.02998908949902337,0.36,3.11,0.36,,0.61,,7.38,sigma_U,,,no,PRL 127 152301 (2021),195.46,3.66,11.93,7.05,3.19,0.25,-4.66,7.62,0.16,,,,,,,,,
HallA_y21,pi0,p,ha21_01,3.11,0.36,-0.2657,0.1657109105009766,0.09998908949902335,0.36,3.11,0.36,,0.61,,7.38,sigma_U,,,no,PRL 127 152301 (2021),217.29,4.22,13.26,-5.97,3.81,0.21,-67.45,9.03,2.36,,,,,,,,,
HallA_y21,pi0,p,ha21_01,3.11,0.36,-0.3457,0.1657109105009766,0.1799890894990234,0.36,3.11,0.36,,0.61,,7.38,sigma_U,,,no,PRL 127 152301 (2021),195.76,4.15,11.95,-11.55,4.01,0.4,-67.67,8.97,2.37,,,,,,,,,
HallA_y21,pi0,p,ha21_01,3.11,0.36,-0.4557,0.1657109105009766,0.2899890894990234,0.36,3.11,0.36,,0.61,,7.38,sigma_U,,,no,PRL 127 152301 (2021),183.18,4.54,11.18,-28.08,4.63,0.98,-87.12,10.23,3.05,,,,,,,,,
HallA_y21,pi0,p,ha21_02,3.57,0.36,-0.1972,0.1671741479167475,0.03002585208325254,0.36,3.57,0.36,,0.62,,8.52,sigma_U,,,no,PRL 127 152301 (2021),115.04,2.53,4.64,-2.37,2.18,0.08,-16.48,5.25,0.58,,,,,,,,,
HallA_y21,pi0,p,ha21_02,3.57,0.36,-0.2672,0.1671741479167475,0.1000258520832525,0.36,3.57,0.36,,0.62,,8.52,sigma_U,,,no,PRL 127 152301 (2021),117.51,2.77,4.74,-9.7,2.54,0.34,-46.96,5.85,1.64,,,,,,,,,
HallA_y21,pi0,p,ha21_02,3.57,0.36,-0.3372,0.1671741479167475,0.1700258520832525,0.36,3.57,0.36,,0.62,,8.52,sigma_U,,,no,PRL 127 152301 (2021),119.61,3.35,4.82,-5.32,3.52,0.19,-35.39,6.99,1.24,,,,,,,,,
HallA_y21,pi0,p,ha21_02,3.57,0.36,-0.4472,0.1671741479167475,0.2800258520832525,0.36,3.57,0.36,,0.62,,8.52,sigma_U,,,no,PRL 127 152301 (2021),105.37,4.06,4.25,-15.08,4.61,0.53,-56.36,8.24,1.97,,,,,,,,,
HallA_y21,pi0,p,ha21_03,4.06,0.48,-0.3658,0.3458232235492811,0.01997677645071894,0.45,4.06,0.48,,0.71,,8.85,sigma_U,,,no,PRL 127 152301 (2021),126.23,3.84,6.71,-3.93,3.36,0.14,-17.69,7.8,0.62,,,,,,,,,
HallA_y21,pi0,p,ha21_03,4.06,0.48,-0.4158,0.3458232235492811,0.06997677645071892,0.45,4.06,0.48,,0.71,,8.85,sigma_U,,,no,PRL 127 152301 (2021),128.7,4.65,6.84,-9.18,4.45,0.32,-13.9,8.66,0.49,,,,,,,,,
HallA_y21,pi0,p,ha21_03,4.06,0.48,-0.4658,0.3458232235492811,0.1199767764507189,0.45,4.06,0.48,,0.71,,8.85,sigma_U,,,no,PRL 127 152301 (2021),115.22,6.01,6.12,-16.42,6.24,0.57,-23.1,10.78,0.81,,,,,,,,,
HallA_y21,pi0,p,ha21_03,4.06,0.48,-0.5358,0.3458232235492811,0.189976776450719,0.45,4.06,0.48,,0.71,,8.85,sigma_U,,,no,PRL 127 152301 (2021),111.89,8.46,5.95,-18.01,8.97,0.63,-40.59,13.09,1.42,,,,,,,,,
HallA_y21,pi0,p,ha21_04,4.44,0.36,-0.1992,0.169178052209217,0.03002194779078299,0.36,4.44,0.36,,0.63,,10.59,sigma_U,,,no,PRL 127 152301 (2021),57.04,1.88,2.08,-1.84,1.44,0.06,-2.42,3.43,0.08,,,,,,,,,
HallA_y21,pi0,p,ha21_04,4.44,0.36,-0.2592,0.169178052209217,0.09002194779078299,0.36,4.44,0.36,,0.63,,10.59,sigma_U,,,no,PRL 127 152301 (2021),62.86,2.16,2.29,-0.23,1.83,0.01,-13.17,4.03,0.46,,,,,,,,,
HallA_y21,pi0,p,ha21_04,4.44,0.36,-0.3392,0.169178052209217,0.170021947790783,0.36,4.44,0.36,,0.63,,10.59,sigma_U,,,no,PRL 127 152301 (2021),64.53,2.47,2.35,0.62,2.35,0.02,-13.49,4.66,0.47,,,,,,,,,
HallA_y21,pi0,p,ha21_04,4.44,0.36,-0.4492,0.169178052209217,0.280021947790783,0.36,4.44,0.36,,0.63,,10.59,sigma_U,,,no,PRL 127 152301 (2021),51.63,2.56,1.88,-5.66,2.61,0.2,-28.8,4.76,1.01,,,,,,,,,
HallA_y21,pi0,p,ha21_05,5.16,0.48,-0.3841,0.3541301938334387,0.02996980616656131,0.46,5.16,0.48,,0.55,,8.85,sigma_U,,,no,PRL 127 152301 (2021),70.45,2.53,2.47,0.04,2.23,0.0,-4.31,5.55,0.15,,,,,,,,,
