   1.170    0.134    0.120  157.508   27.409   22.049    7.446   50.632   30.146   92.203  109.095  131.838
   1.170    0.134    0.170  143.052   17.784   16.015    1.500   27.200   13.777   -4.683   76.759  205.811
   1.170    0.134    0.250  116.123   10.218   10.593  -23.166   15.248   10.425  -75.237   42.125   30.578
   1.170    0.134    0.350   93.038    8.742    3.563   -1.827   12.988    5.903  -31.652   37.494    9.591
   1.170    0.134    0.500   50.672    4.290    5.851    1.593    6.161    3.893  -36.011   19.094   10.560
   1.170    0.134    0.800   36.104    2.470    1.591    1.020    3.108    5.191  -43.047   10.014   14.101
   1.170    0.134    1.250   16.207    1.727    1.801   -1.205    2.433    3.013  -14.539    6.574    5.306
   1.390    0.170    0.120  132.704   15.377   21.474   25.729   19.817   13.945   15.102   53.026   27.323
   1.390    0.170    0.170  154.852   17.991   21.683  -18.727   23.395   29.694   -0.406   57.108    8.128
   1.390    0.170    0.250  100.720    7.946    7.816   10.063   10.022    6.076  -23.467   25.186   26.849
   1.390    0.170    0.350  103.635    7.965    6.242    7.170    9.323    8.680  -81.452   25.579   15.660
   1.390    0.170    0.500   64.752    4.488    2.677    4.043    4.992    2.915  -65.573   15.128   17.031
   1.390    0.170    0.800   38.694    2.353    2.580    5.596    2.833    3.240  -12.419    8.207    4.696
   1.390    0.170    1.250   16.808    1.507    2.088   -1.788    1.890    1.157   -6.214    5.338    3.003
   1.620    0.187    0.250  116.060   14.489   11.497   -6.726   22.381   15.020   11.401   56.498   32.287
   1.620    0.187    0.350   97.544   13.137    8.922  -21.153   20.814    7.086  -23.434   50.450   52.727
   1.620    0.187    0.500   70.393    7.592    3.569   -6.232   10.985    7.544  -23.962   31.938   39.585
   1.620    0.187    0.800   38.278    3.325    1.690   -4.559    4.517    2.226  -45.322   13.032    9.170
   1.620    0.187    1.250   18.233    2.711    2.192   -1.266    3.904    1.688  -16.706   12.054    6.094
   1.770    0.224    0.180   92.526   11.324   11.900   16.985   14.934   11.960   22.655   34.817   30.652
   1.770    0.224    0.250   95.547    6.361    6.641   24.044    7.377    6.137  -31.401   20.705   15.596
   1.770    0.224    0.350  104.088    6.574    4.064    7.457    7.113    5.908  -62.617   20.025   14.065
   1.770    0.224    0.500   77.231    3.935    4.164    2.535    4.476    2.988  -26.700   12.165   18.185
   1.770    0.224    0.800   46.597    2.192    3.179    1.886    2.482    1.886  -16.371    6.739    6.971
   1.770    0.224    1.250   24.346    1.464    1.789    3.045    1.518    1.827  -23.622    4.331    2.835
   1.770    0.224    1.750   12.859    1.655    1.495   -0.916    2.138    1.833   -0.575    5.128    5.172
   1.880    0.271    0.250  136.482   13.705   27.694   27.003   15.353   19.020   62.440   33.037   46.755
   1.880    0.272    0.350  124.809   13.206   11.400   18.463   15.365   14.360   -1.532   31.469  108.886
   1.880    0.271    0.500  103.056    7.048    3.666    6.136    6.718    6.042  -34.750   17.243   31.508
   1.880    0.272    0.800   81.222    4.617    5.058   -2.609    3.982    3.403  -60.965   10.532   10.581
   1.880    0.272    1.250   43.354    3.351    5.568   -4.189    3.423    4.608  -23.448    7.878    7.075
   1.950    0.313    1.250   99.908   18.046   10.199    6.368   18.428   17.444    8.816   38.166   32.200
   2.110    0.238    0.500  120.554   20.957   10.418  -43.767   30.482    8.898 -100.093   82.154   16.856
   2.110    0.238    0.800   55.503   10.548    6.565  -14.790   18.869    4.166   -1.652   43.381   98.411
   2.240    0.276    0.250   96.297   11.538   10.821   -1.307   17.124   26.262    1.967   35.972   24.294
   2.240    0.276    0.350   80.147    9.283    5.753   -2.372   13.314    5.574   15.910   30.827   16.323
   2.240    0.276    0.500   62.084    5.248    7.251   -8.326    7.303    5.657   -5.668   18.832   26.736
   2.240    0.276    0.800   43.770    2.784    2.283    3.325    3.382    2.054  -26.411    9.484    4.965
   2.240    0.276    1.250   24.034    2.106    2.384   -1.673    2.864    2.565  -18.432    6.707    4.555
   2.240    0.276    1.750   14.681    2.078    2.397   -1.363    2.646    2.622  -10.398    6.313    6.048
   2.260    0.335    0.250  141.738   31.741   41.008  -35.742   35.448   50.241   61.789   53.429   72.923
   2.260    0.338    0.350  116.081   11.617    6.957   -8.114   13.228   12.531    6.372   26.348   40.026
