   1.150    0.132    0.120  320.016   37.784   55.369  -46.328   64.554  176.045 -248.734  106.940  161.677
   1.150    0.132    0.175  296.547   37.811   70.831  -87.363   65.537  144.838 -294.663  104.956  216.961
   1.150    0.132    0.250  254.487   17.473   14.297  -52.270   30.334   46.047 -239.624   52.955   21.597
   1.150    0.132    0.350  180.769   12.509   31.731  -55.213   22.119   47.483 -181.379   42.048   66.877
   1.150    0.132    0.490  122.440    4.525    9.694  -17.899    7.742    6.563  -80.783   18.327    8.389
   1.150    0.132    0.770   64.413    1.956    7.710    2.428    3.048    4.090  -41.373    7.732   16.632
   1.150    0.132    1.210   21.935    6.827    0.000   19.162   11.245    0.000  -49.726   14.624    0.000
   1.150    0.132    1.710   17.706    1.995    1.592    4.421    1.241    2.056  -21.409    6.748    7.776
   1.380    0.169    0.120  340.657   12.424   33.398    7.687   18.035   12.138 -192.670   39.877   47.411
   1.380    0.169    0.175  349.629   14.257   22.926   -8.402   20.988   88.219 -247.902   44.086   53.193
   1.380    0.169    0.250  316.581   11.423   15.303    7.378   17.403    6.601 -206.472   34.011   50.085
   1.380    0.169    0.350  243.687    9.656   12.472    8.394   14.302   11.851 -159.757   30.881   26.104
   1.380    0.169    0.490  160.737    4.916   11.606  -19.686    6.851   15.340 -112.230   17.094   18.533
   1.380    0.169    0.770   81.028    3.208    3.983    7.738    4.324    7.977  -51.438    9.365    5.727
   1.380    0.169    1.210   39.055    1.677    3.748    3.540    1.646    1.681  -41.336    4.473    3.039
   1.380    0.169    1.710   15.237    1.364    1.494    0.759    0.805    1.500  -13.676    4.034    5.129
   1.480    0.204    0.250  710.683  244.524    0.000 -212.201  220.712    0.000  168.191  508.906    0.000
   1.610    0.186    0.120  263.718   16.236   43.953    7.558   27.076   25.784 -185.001   61.728   72.972
   1.610    0.186    0.175  329.829   23.324   54.493   24.527   40.358   69.493 -110.302   80.066   93.168
   1.610    0.186    0.250  264.869   14.163    6.718   -9.094   24.733    0.000 -177.868   51.361   42.647
   1.610    0.186    0.350  215.086   11.441   10.610  -20.768   19.621   16.318 -148.910   44.570   47.901
   1.610    0.186    0.490  154.492    6.072   10.635   15.036   10.110    8.270  -63.122   24.661   20.678
   1.610    0.186    0.770   80.256    3.112    6.915    3.697    4.762   12.543  -33.277   12.191   29.949
   1.610    0.186    1.210   33.948    2.290    2.952   -0.340    3.328    5.772  -25.479    6.341    6.753
   1.610    0.186    1.710   15.868    1.930    1.587    2.224    1.775    2.127  -12.282    6.250    4.631
   1.750    0.223    0.120  284.638    7.584   23.291   11.717    9.411    8.680  -73.004   22.585   13.181
   1.750    0.223    0.175  329.243    8.644   25.229   29.749   10.441    7.055 -239.582   26.862   25.634
   1.750    0.223    0.250  305.177    6.407    8.865    6.297    8.111    8.030 -235.940   19.602   44.747
   1.750    0.223    0.350  250.602    6.712   12.506   23.641    8.739    3.682 -188.509   21.290   20.602
   1.750    0.223    0.490  178.081    4.797    8.305   -1.553    6.110    1.596 -121.662   14.490   20.976
   1.750    0.223    0.770   99.355    2.312    5.250    6.187    3.023    3.362  -64.818    7.093   12.751
   1.750    0.223    1.210   43.743    1.342    2.949    5.326    1.262    1.860  -22.838    3.989    6.464
   1.750    0.223    1.710   18.772    0.989    4.347    2.105    0.848    3.007  -12.541    2.948    5.506
   1.870    0.269    0.120  336.780   72.418  106.352   -0.858   84.211   61.762 -147.660  100.796   99.424
   1.870    0.269    0.175  428.947   53.144   88.341    5.425   63.327   57.353   12.939   90.032  135.048
   1.870    0.269    0.250  401.976   18.991   31.221   14.403   20.831   14.403 -231.808   33.379   38.800
   1.870    0.269    0.350  363.824   13.437   25.293   21.018   12.516   15.569 -294.520   27.027   41.213
   1.870    0.269    0.490  252.026    7.160   12.626   18.206    6.873    4.425 -173.955   18.023   14.583
   1.870    0.269    0.770  147.789    3.990    7.594    2.059    4.023    1.834  -65.448   11.553    5.103
   1.870    0.269    1.210   76.097    2.928    5.387   -7.440    2.231    3.655  -40.026    7.091    6.158
   1.870    0.269    1.710   38.764    2.078    3.461   -7.320    1.880    1.987  -23.379    4.578    3.879
   1.950    0.311    0.175 -133.638 1731.534    0.000  528.607 1695.418    0.000 -392.355 1319.261    0.000
   1.950    0.311    0.250  453.606  642.064    0.000    9.034  633.885    0.000 -315.331  503.212    0.000
   1.950    0.311    0.350  460.569   43.639   80.355  -16.959   33.175   23.482 -184.565   74.837   58.496
   1.950    0.311    0.490  330.952   22.597   20.501   15.116   14.769   24.473 -147.228   48.259   45.220
   1.950    0.311    0.770  196.649   11.912   12.656  -15.117    9.060    7.899  -72.774   29.672   24.982
   1.950    0.311    1.210  126.472    9.462   16.615  -26.366    8.075    7.123  -41.982   21.801   22.606
   2.100    0.238    0.120  248.437   31.437   77.998   71.961   49.695   99.289  172.124  123.837  209.626
   2.100    0.238    0.175  220.524   28.153  143.147  -19.111   48.856  389.562   -9.407  123.595  360.154
   2.100    0.238    0.250  231.109   19.328   23.111   48.679   34.772   25.621   39.353   81.049   88.753
   2.100    0.238    0.350  209.756   16.990    7.758   85.450   30.412    8.995   79.427   70.628   40.150
   2.100    0.238    0.490  128.638    8.550   12.621  -56.565   14.255    9.605 -110.476   41.225   29.460
   2.100    0.238    0.770   89.925    8.720    8.934   -9.814   12.566   14.721   16.109   34.644   24.547
   2.100    0.238    1.210   38.989   20.737   15.595   -6.162   34.994   31.838  -25.890   43.449   30.392
   2.210    0.275    0.120  235.662   24.751   10.756  -44.839   34.776    9.172   26.753   56.122   15.683
   2.210    0.275    0.175  251.802   12.142   17.636   -7.574   16.271   16.410  -13.078   36.675   41.247
   2.210    0.275    0.250  261.319    9.574   18.471  -11.104   13.144   37.015  -57.100   27.981   31.722
   2.210    0.275    0.350  233.642   10.549   10.620   25.133   14.043    9.425 -109.531   32.362   23.624
   2.210    0.275    0.490  186.791    6.893   16.411   34.905    9.148   16.985  -65.141   21.320   54.672
   2.210    0.275    0.770   98.712    2.909    6.425    4.460    4.150    4.276  -72.775    9.965   10.547
   2.210    0.275    1.210   48.994    1.981    3.234    4.468    2.272    3.004  -25.116    6.739    2.679
   2.210    0.275    1.710   20.538    1.501    3.061   -0.335    1.752    7.693  -10.551    4.827    5.536
   2.240    0.332    0.175  326.578   43.329   30.679   11.918   51.353   31.499 -110.533   77.210  114.412
   2.240    0.332    0.250  385.677   18.284   43.290  -10.526   19.820   44.734  -53.004   33.040   27.002
   2.240    0.332    0.350  339.121   11.454   13.722   36.410   10.621   10.923 -151.311   22.915   14.932
   2.240    0.332    0.490  286.726    6.358   14.644   21.530    5.311   10.602 -140.325   13.923   12.291
   2.240    0.332    0.770  195.781    3.730   12.675   -6.405    3.204   15.251  -85.543    9.299   10.883
   2.240    0.332    1.210  107.605    2.526    5.273  -15.267    2.252    4.821  -53.898    6.321    6.523
   2.250    0.340    1.710   53.043    2.288    4.890  -13.080    2.940   11.470  -24.696    4.992    4.435
   2.330    0.400    0.250  162.053  199.019    0.000  316.868  221.445    0.000 -401.241  253.987    0.000
   2.330    0.400    0.350  466.735   47.833   52.409   -8.378   59.746  110.305  -24.313  104.112  212.740
   2.330    0.400    0.490  466.568   20.202   38.308  -24.578   22.377   30.164  -19.568   49.979   61.006
   2.330    0.400    0.770  368.304   10.784   16.608  -25.702   10.290    6.776 -155.475   25.289   19.694
   2.330    0.400    1.210  187.321    7.249   12.631  -39.123    7.805    4.615  -73.896   15.676   47.426
   2.330    0.400    1.710   87.203    6.428    2.987  -23.019    7.280    5.857  -16.747   11.176   10.821
   2.590    0.289    0.490  132.195   78.401    0.000  -59.041  113.833    0.000  -74.546  278.089    0.000
   2.590    0.289    0.770   87.239   51.321    0.000  -53.000   80.044    0.000 -109.553  167.125    0.000
   2.590    0.289    1.210  255.889  124.089    0.000 -370.735  212.432    0.000  449.234  246.482    0.000
   2.710    0.336    0.175  227.147   34.792   28.640  -75.431   49.157   81.233   55.653   83.898  174.379
   2.710    0.336    0.250  213.261    7.957    9.814   -7.733    9.981    5.542  -75.573   26.572   21.876
   2.710    0.336    0.350  215.512    7.893    7.819   12.004    9.580    5.886  -98.114   26.860   28.321
   2.710    0.336    0.490  178.888    5.840    9.149   12.431    7.223    8.775 -124.124   18.614   32.065
   2.710    0.336    0.770  107.606    3.554    5.653   -0.974    4.513    3.138 -102.175   13.218   20.641
   2.710    0.336    1.210   50.951    2.959    4.469    6.816    2.916    3.787  -37.098   12.352   18.843
   2.710    0.336    1.710   32.458    5.576    3.958   -2.979    2.938    2.055  -31.224   19.227   16.701
   2.710    0.345    1.710   30.952    4.962    3.775   -9.549    8.317    6.586   -7.804   14.106    4.174
