    1.60938     0.18669     0.17469   329.82867    23.32437    54.49343    24.55087    40.39782    69.56079  -110.47272    80.19030    93.31191
    1.60938     0.18644     0.24825   264.86926    14.16316     6.71770    -9.13332    24.84013     0.00000  -179.08701    51.71321    42.93899
    1.61000     0.18688     0.34856   215.08603    11.44149    10.60962   -20.75714    19.61029    16.30918  -148.78558    44.53294    47.86109
    1.61000     0.18700     0.49381   154.49152     6.07188    10.63458    15.00358    10.08766     8.25197   -62.90445    24.57582    20.60663
    1.61000     0.18695     0.77420    80.25581     3.11162     6.91524     3.69143     4.75440    12.52450   -33.19697    12.16165    29.87727
    1.61000     0.18700     1.21087    33.94769     2.29017     2.95197    -0.33877     3.32111     5.75909   -25.39147     6.31900     6.73027
    1.61000     0.18727     1.71318    15.86806     1.93000     1.58681     2.21116     1.76506     2.11502   -12.17068     6.19361     4.58894
    1.74450     0.22305     0.24855   305.17668     6.40697     8.86525     6.30560     8.12135     8.04069  -236.40666    19.64059    44.83575
    1.74450     0.22300     0.12000   284.63818     7.58408    23.29123    11.73698     9.42670     8.69406   -73.18792    22.64220    13.21448
    1.74300     0.22300     0.17485   329.24276     8.64413    25.22933    29.75619    10.44344     7.05647  -239.67428    26.87269    25.64416
    1.74500     0.22306     0.34911   250.60165     6.71171    12.50603    23.68256     8.75413     3.68887  -189.00481    21.34567    20.65626
    1.74389     0.22317     0.49533   178.08090     4.79741     8.30529    -1.55300     6.10922     1.59614  -121.64434    14.48800    20.97316
    1.74667     0.22394     0.77678    99.35445     2.31198     5.24965     6.16833     3.01376     3.35236   -64.52541     7.06144    12.69352
    1.75000     0.22400     1.21480    43.74322     1.34178     2.94898     5.32413     1.26137     1.85922   -22.82865     3.98763     6.46094
    1.75000     0.22421     1.71490    18.77214     0.98849     4.34723     2.10092     0.84623     3.00132   -12.50773     2.94054     5.49120
    1.87000     0.26954     0.12108   336.78028    72.41752   106.35167    -0.86245    84.66884    62.09651  -148.82997   101.59506   100.21218
    1.87000     0.27086     0.17486   428.94653    53.14374    88.34139     5.42812    63.35916    57.38298    12.94838    90.09913   135.14871
    1.87000     0.27067     0.24889   401.97560    18.99098    31.22141    14.42030    20.85682    14.42030  -232.21738    33.43818    38.86900
