# Q2 xB t eps npts chi2ndf sigU err sigTT err sigLT err
   1.8780    0.2710    0.8000    0.5942   20.0000    0.4588   81.2093    4.6164  -60.9887   10.5292   -2.6194    3.9809
   1.8780    0.2710    1.2500    0.5942   17.0000    1.4982   43.3530    3.3508  -23.4682    7.8779   -4.1905    3.4223
   1.8780    0.2710    1.7500    0.5942    9.0000    0.1060   31.6721   10.0533    9.3496   20.5693  -12.9447    9.0836
   1.9540    0.3130    0.5000    0.6736    8.0000    0.2089  245.1125   43.0373  -74.4630   90.9753    2.4143   40.9663
   1.9540    0.3130    0.8000    0.6736    9.0000    0.9017  122.4804   21.3047  -25.2945   45.6240   -9.0264   24.1183
   1.9540    0.3130    1.2500    0.6736   10.0000    0.3007   99.8500   18.0341    8.7407   38.1466    6.3362   18.4166
   2.1070    0.2380    0.5000    0.3075   11.0000    0.2747  120.5460   20.9566 -100.1098   82.1442  -43.7774   30.4804
   2.1070    0.2380    0.8000    0.3075   10.0000    0.3980   55.5078   10.5490   -1.6705   43.3854  -14.7893   18.8703
   2.2360    0.2760    0.2500    0.4240   14.0000    0.4424   96.2646   11.5346    1.9310   35.9635   -1.3252   17.1202
   2.2360    0.2760    0.3500    0.4240   17.0000    0.8251   80.1250    9.2812   15.8721   30.8191   -2.3896   13.3116
   2.2360    0.2760    0.5000    0.4240   18.0000    1.2521   62.0730    5.2469   -5.6895   18.8250   -8.3344    7.3010
   2.2360    0.2760    0.8000    0.4240   20.0000    0.6628   43.7664    2.7833  -26.4272    9.4821    3.3194    3.3817
   2.2360    0.2760    1.2500    0.4240   18.0000    1.4792   24.0359    2.1060  -18.4482    6.7089   -1.6727    2.8640
   2.2360    0.2760    1.7500    0.4240   11.0000    0.3449   14.6871    2.0786  -10.4075    6.3171   -1.3605    2.6469
   2.2620    0.3340    0.2500    0.6141   12.0000    1.3622  141.6950   31.7338   60.9287   52.7043  -35.4036   35.1140
   2.2620    0.3340    0.3500    0.6141   17.0000    1.1749  116.0452   11.6134    6.3520   26.3841   -8.1349   13.2407
   2.2620    0.3340    0.5000    0.6141   19.0000    1.7883  136.7244    6.6800  -38.6271   15.6180   -2.2435    7.1440
   2.2620    0.3340    0.8000    0.6141   20.0000    2.1982   88.0135    3.5534  -50.1835    7.9105    7.7496    3.2923
   2.2620    0.3340    1.2500    0.6141   19.0000    1.5898   50.7123    2.6560  -16.8931    6.1742    2.8759    2.7902
   2.2620    0.3340    1.7500    0.6141   16.0000    3.2273   28.2907    2.8784   13.6734    5.1001  -11.5446    3.1680
   2.3460    0.4010    0.3500    0.7093    8.0000    0.5455  484.7930  161.5849  209.5749  220.0578 -219.5050  158.4255
   2.3460    0.4010    0.5000    0.7093   14.0000    1.3701  213.9672   33.8154  -48.2211   54.2194  -39.1623   37.3042
   2.3460    0.4010    0.8000    0.7093   16.0000    1.8724  164.1319   14.5366    6.3467   27.4150  -27.1769   15.0480
   2.3460    0.4010    1.2500    0.7093   15.0000    2.0945  113.1894   11.9660  -30.3367   20.9390  -10.1843   12.8496
   2.3460    0.4010    1.7500    0.7093   11.0000    0.7116   82.7677   24.3844  -13.0451   38.1149    1.1356   27.7484
   2.7340    0.3390    0.3500    0.4294   13.0000    1.2888   93.6241   20.6321   47.7975   50.7445  -29.4267   30.1536
   2.7340    0.3390    0.5000    0.4294   19.0000    1.3543   78.5067    6.0631   19.0667   19.8091   -4.1867    8.4620
   2.7340    0.3390    0.8000    0.4294   20.0000    1.1129   58.3806    3.3758   -9.2872   11.0705   12.3771    4.3618
   2.7340    0.3390    1.2500    0.4294   17.0000    2.4553   28.4339    2.4232   -4.5694    7.4971   -0.2981    3.2472
   2.7340    0.3390    1.7500    0.4294   16.0000    1.7315   18.6204    2.1625    2.5676    6.2906   -5.0223    3.0287
   2.7670    0.4230    0.5000    0.6241   15.0000    1.4526  163.6006   20.5680   26.9277   36.5243  -53.6229   23.3755
   2.7670    0.4230    0.8000    0.6241   16.0000    2.2028  100.0285    7.4197  -17.5059   16.8491   11.7636    8.4024
   2.7670    0.4230    1.2500    0.6241   16.0000    2.7251   67.0504    5.4759  -30.1409   12.4976    7.5855    6.3724
   2.7670    0.4230    1.7500    0.6241   15.0000    0.6539   44.7058    6.2745    8.5846   11.8074   -4.5316    7.5815
   3.2460    0.4300    0.5000    0.4842   13.0000    0.7672  107.8535   20.5668   21.2900   43.1345  -22.5254   27.2091
   3.2460    0.4300    0.8000    0.4842   17.0000    1.2377   61.6826    5.3109  -23.9260   15.0029    9.7097    7.0136
   3.2460    0.4300    1.2500    0.4842   18.0000    1.6218   46.7127    4.1612   -0.8723   11.9364   -3.8151    5.5492
   3.2460    0.4300    1.7500    0.4842   12.0000    0.8948   30.3330    4.9095    6.2067   11.9660   -7.5714    7.0044
   3.2900    0.4930    1.2500    0.5996    9.0000    1.3770   79.3683   26.3958  -41.8534   59.2908   18.9264   31.2598
   3.2900    0.4930    1.7500    0.5996   10.0000    0.8165  126.8429   37.9480   16.0792   76.9059   -7.2747   41.9436
   3.6880    0.4500    0.5000    0.3835    8.0000    0.4057  121.8420  266.1606   46.4513  401.6616  -42.5257  391.0576
   3.6880    0.4500    0.8000    0.3835   12.0000    0.9066   67.6338   11.6642    6.9987   48.0738  -12.4771   18.4072
   3.6880    0.4500    1.2500    0.3835    9.0000    1.0206   43.2809   33.4944  -39.1204   73.3711   -0.3558   53.2884
   3.7690    0.5130    0.8000    0.5012   12.0000    1.8548   70.9952   42.7015  -39.1184   76.6499   14.9578   57.8411
   3.7690    0.5130    1.2500    0.5012   13.0000    1.3405   55.9794   14.1822  -30.0928   35.1232   11.3146   20.2931
   3.7690    0.5130    1.7500    0.5012   11.0000    0.8752   56.5893   17.4214  -17.9713   34.5705   -3.6931   24.0092
   4.2350    0.5370    1.2500    0.4184   11.0000    0.8192   99.8254   29.9832   48.9589   73.4543  -46.9374   45.2662
